provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
Bolívar,209933,Caluma,16429,-1.633330000000000,-79.25000000000000,26860,26868,27032,27180,27323,27500,27648,27685,27713,27844,27910,27974,28020,28102,28103,28104,28174,28297,28420,28493,28555,28560,28568,28635,28711,28759,28807,28851
Bolívar,209933,Chillanes,16850,-1.933333000000000,-79.06666700000000,34968,34968,35026,35184,35355,35560,35724,35724,35718,35998,36176,36345,36468,36627,36627,36627,36793,36994,37205,37388,37575,37575,37585,37740,37864,37968,38103,38194
Bolívar,209933,Chimbo,17378,-1.700000000000000,-79.01666700000000,24398,24398,24501,24632,24711,24831,24932,24964,24953,25091,25232,25395,25559,25657,25687,25687,25840,25936,26042,26149,26215,26265,26265,26322,26366,26402,26439,26504
Bolívar,209933,Echeandía,14081,-1.433330000000000,-79.26667000000000,26890,26890,26997,27112,27224,27330,27446,27501,27588,27695,27802,27855,27882,27941,27975,27995,28013,28154,28255,28343,28428,28429,28447,28534,28577,28630,28693,28742
Bolívar,209933,Guaranda,108763,-1.605556000000000,-79.00305600000000,160842,160842,161147,161544,162162,163088,163889,164114,164241,164973,165987,167211,168123,168759,169046,169160,169591,170128,170786,171061,171444,171563,171650,171966,172285,172838,173136,173450
Bolívar,209933,Las Naves,7428,-1.283330000000000,-79.30000000000000,12159,12159,12194,12222,12288,12361,12417,12417,12430,12517,12548,12607,12639,12672,12672,12672,12717,12750,12773,12793,12808,12808,12808,12854,12865,12893,12928,12960
Bolívar,209933,San Miguel,29004,-1.700000000000000,-79.03333300000000,51192,51197,51405,51570,51770,51984,52208,52262,52329,52336,52668,52928,53244,53468,53537,53608,53847,54051,54295,54487,54653,54721,54721,54854,54929,55059,55130,55245
Carchi,186869,Bolivar,15528,0.5070990000000000,-77.86245400000000,25825,25825,25884,25947,26050,26257,26373,26373,26375,26447,26613,26764,26908,27032,27032,27032,27119,27173,27227,27261,27333,27333,27336,27420,27496,27595,27711,27727
Carchi,186869,Espejo,13817,0.6210000000000000,-77.94000000000000,27956,27957,28069,28159,28285,28367,28426,28426,28431,28544,28697,28835,28966,29080,29080,29091,29158,29242,29317,29456,29524,29557,29558,29686,29762,29877,29966,30010
Carchi,186869,Mira,11969,0.5538999999999999,-78.04930000000000,30666,30666,30707,30821,30911,30958,31004,31126,31142,31281,31486,31645,31737,31833,31844,31869,31947,32066,32066,32117,32135,32135,32135,32180,32245,32335,32384,32513
Carchi,186869,Montúfar,34229,0.6100000000000000,-77.84000000000000,56176,56188,56343,56468,56622,56766,56945,56945,56956,57274,57706,57898,58099,58298,58298,58301,58561,58706,59043,59154,59292,59292,59292,59474,59633,59792,59906,60015
Carchi,186869,San Pedro de Huaca,8931,0.6311110000000000,-77.72527800000000,18256,18256,18286,18300,18346,18377,18468,18479,18515,18597,18692,18766,18811,18870,18884,18901,18998,19021,19061,19082,19107,19121,19125,19162,19190,19214,19234,19251
Carchi,186869,Tulcán,102395,0.8121800000000000,-77.71633000000000,187002,187039,187548,188157,188728,189296,189853,189900,189938,191029,192081,192935,193673,194567,194643,194695,195310,195914,196309,196719,197165,197193,197231,197623,197939,198194,198416,198803
Cañar,281396,Azogues,86276,-2.733333000000000,-78.83333300000000,150898,150921,151435,152034,152653,153325,154083,154280,154395,155179,155940,156696,157362,158258,158489,158674,159184,159710,160186,160605,161171,161451,161622,162168,162815,163640,164317,165170
Cañar,281396,Biblían,23741,-2.710000000000000,-78.88000000000000,24175,24175,24366,24541,24687,24844,25135,25166,25219,25441,25611,25765,25857,26054,26097,26138,26258,26364,26532,26674,26752,26818,26856,26960,27072,27216,27328,27389
Cañar,281396,Cañar,68747,-2.483700000000000,-78.97839999999999,84055,84079,84448,84836,85291,85764,86302,86317,87094,87584,88261,88881,89472,90105,90245,90357,90853,91396,92041,92453,92968,93042,93283,93807,94387,94659,94854,95153
Cañar,281396,Déleg,6782,-2.772600000000000,-78.91830000000000,9895,9895,9937,9981,10035,10107,10156,10156,10158,10207,10254,10324,10361,10386,10386,10419,10441,10455,10508,10527,10560,10560,10580,10590,10600,10636,10650,10663
Cañar,281396,El Tambo,12462,-2.508100000000000,-78.92489999999999,18749,18755,18831,18921,18990,19083,19174,19234,19328,19394,19482,19586,19668,19729,19750,19761,19846,19878,19920,19975,20078,20102,20122,20221,20362,20466,20552,20674
Cañar,281396,La Troncal,76872,-2.400000000000000,-79.33000000000000,92206,92206,92431,92853,92853,93247,93247,93458,94269,94973,95788,96532,97202,97879,98153,98493,99134,99634,100093,100567,101273,101483,101710,102199,102596,103110,103509,103748
Cañar,281396,Suscal,6516,-2.436400000000000,-79.05220000000000,9795,9795,9828,9897,9936,9975,10022,10031,10055,10087,10184,10249,10295,10332,10362,10362,10405,10450,10492,10554,10601,10660,10660,10722,10836,10962,10963,10978
Chimborazo,524004,Alausí,45054,-2.200000000000000,-78.84999999999999,55426,55519,55771,56123,56339,56544,56790,56790,56871,56871,57206,57555,58063,58353,58437,58633,58896,59124,59315,59473,59609,59657,59832,59962,60053,60101,60162,60258
Chimborazo,524004,Chambo,13378,-1.733333000000000,-78.58333300000000,20526,20526,20568,20677,20734,20828,20955,20955,21035,21172,21335,21448,21568,21678,21715,21715,21868,21963,22002,22025,22079,22093,22093,22132,22176,22200,22213,22255
Chimborazo,524004,Chunchi,12795,-2.283333000000000,-78.91666700000000,19194,19213,19235,19290,19346,19397,19428,19428,19534,19534,19615,19703,19796,19829,19839,19859,19924,19968,20072,20205,20249,20249,20268,20303,20317,20355,20368,20390
Chimborazo,524004,Colta,44838,-1.700000000000000,-78.75000000000000,51485,51681,51908,52192,52461,52676,52815,52863,53113,53502,53718,53971,54359,54560,54584,54722,54969,55107,55281,55370,55467,55510,55598,55817,55977,56131,56207,56419
Chimborazo,524004,Cumandá,17973,-2.200000000000000,-79.13333299999999,28669,28669,28760,28916,29053,29185,29289,29365,29413,29512,29608,29708,29807,29879,30000,30054,30123,30195,30252,30272,30296,30308,30326,30376,30406,30437,30512,30556
Chimborazo,524004,Guamote,58291,-1.933333000000000,-78.71666700000000,46706,46715,46902,47136,47247,47416,47554,47558,47616,47836,48112,48428,49101,49336,49361,49361,49826,49969,50052,50163,50418,50437,50601,50814,50951,51059,51280,51400
Chimborazo,524004,Guano,48395,-1.583333000000000,-78.63333299999999,65431,65456,65645,65877,66143,66494,66788,66903,67119,67558,67977,68444,68833,69193,69313,69464,69872,70223,70379,70557,70737,70776,70837,71140,71318,71394,71532,71629
Chimborazo,524004,Pallatanga,12277,-1.983333000000000,-78.95000000000000,19048,19097,19181,19243,19308,19354,19417,19443,19474,19554,19649,19751,19835,19921,19949,20058,20216,20390,20466,20511,20526,20530,20577,20609,20634,20660,20695,20735
Chimborazo,524004,Penipe,6955,-1.557300000000000,-78.53959999999999,17639,17655,17718,17761,17819,17879,17965,17965,18040,18190,18418,18592,18717,18842,18845,18891,19001,19054,19088,19126,19166,19166,19196,19230,19270,19313,19344,19370
Chimborazo,524004,Riobamba,264048,-1.674347000000000,-78.64829400000001,468763,468792,470531,472445,474271,475910,477733,478472,478578,480750,483564,485813,488311,490776,492059,493331,495876,497667,498600,499611,501182,501999,502541,503636,504789,505668,506413,507547
Cotopaxi,488716,La Maná,56905,-0.9300000000000000,-79.22000000000000,75844,75844,76068,76582,77247,77992,78612,78612,78647,79283,79886,80443,81048,81366,81408,81408,81708,81933,82332,82650,82799,82874,82913,83038,83293,83430,83543,83673
Cotopaxi,488716,Latacunga,205624,-0.9333330000000000,-78.61666700000001,366770,366778,367763,368950,370788,372401,374550,375274,375616,377188,379382,381045,383112,384930,385691,385991,389030,393689,398067,399995,403727,406002,406241,407061,408256,409201,410312,411666
Cotopaxi,488716,Pangua,24612,-1.133333000000000,-79.06666700000000,35917,35917,36008,36142,36243,36346,36423,36423,36433,36667,36943,37243,37494,37718,37722,37722,37848,38014,38208,38357,38442,38465,38465,38563,38606,38641,38705,38742
Cotopaxi,488716,Pujilí,79772,-0.9500000000000000,-78.69000000000000,104057,104125,104555,105084,105608,106156,106751,106879,107232,107932,108686,109340,109839,110251,110497,110677,111048,111345,111826,112353,112968,113149,113271,113531,113849,114150,114406,114701
Cotopaxi,488716,Salcedo,67100,-1.050000000000000,-78.58333300000000,123741,123773,124294,124796,125357,125945,126461,126477,126565,127470,128168,128849,129377,129973,130040,130089,130572,131235,131797,132111,132539,132592,132618,132934,133137,133277,133429,133595
Cotopaxi,488716,Saquisilí,31426,-0.8300000000000000,-78.67000000000000,53513,53529,53757,53987,54200,54437,54685,54765,54858,55063,55372,55593,55873,56232,56342,56415,56674,56883,57020,57264,57437,57528,57581,57765,57911,57989,58139,58243
Cotopaxi,488716,Sigchos,23277,-0.7000000000000000,-78.88333299999999,30805,30809,30854,31029,31252,31413,31502,31551,31666,31891,32233,32322,32534,32769,32847,32926,33035,33160,33234,33313,33389,33411,33431,33494,33574,33791,33944,34007
El Oro,715751,Arenillas,33473,-3.550000000000000,-80.06000000000000,55491,55497,55649,55822,56041,56267,56493,56493,56496,56894,57205,57464,57754,58047,58047,58084,58276,58493,58614,58755,58950,58950,58962,59291,59645,59913,60093,60359
El Oro,715751,Atahualpa,6436,-2.900000000000000,-78.93333300000000,13240,13240,13301,13332,13438,13488,13537,13540,13546,13625,13707,13718,13775,13804,13804,13804,13996,14091,14138,14178,14282,14282,14282,14307,14341,14360,14374,14403
El Oro,715751,Balsas,9233,-3.762600000000000,-79.82530000000000,16986,16986,17016,17041,17088,17141,17180,17180,17218,17273,17333,17387,17453,17474,17474,17474,17532,17564,17589,17620,17646,17646,17646,17678,17688,17700,17729,17746
El Oro,715751,Chilla,2379,-3.450000000000000,-79.58000000000000,6466,6466,6478,6491,6493,6495,6499,6509,6517,6547,6581,6637,6691,6703,6709,6718,6723,6736,6755,6770,6808,6809,6816,6822,6865,6915,6948,6952
El Oro,715751,El Guabo,63645,-3.238800000000000,-79.82920000000000,101975,101975,102216,102537,102829,103096,103394,103464,103533,103842,104242,104569,104897,105499,105587,105672,105959,106161,106533,106887,107382,107596,107680,107994,108293,108480,108716,108965
El Oro,715751,Huaquillas,60440,-3.481380000000000,-80.24320700000000,96277,96290,96634,97017,97446,98009,98649,98745,98864,99682,100422,100936,101387,101772,101845,101845,102187,102530,102761,103164,103526,103571,103571,103988,104457,104845,105232,105587
El Oro,715751,Las Lajas,4963,-3.785000000000000,-80.06166700000000,11886,11886,11910,11931,11983,12031,12094,12094,12098,12221,12271,12331,12455,12544,12544,12544,12590,12629,12671,12725,12767,12767,12767,12835,12893,12943,12953,12964
El Oro,715751,Machala,289141,-3.266667000000000,-79.96666700000000,477483,477568,479390,482085,485164,487691,490678,491614,492626,494846,497392,499334,501042,502731,503430,504000,505560,507062,508395,509945,511635,512556,513109,514522,515727,516801,518423,519936
El Oro,715751,Marcabelí,6259,-3.786000000000000,-79.89780000000000,13333,13333,13375,13415,13456,13504,13543,13543,13557,13622,13688,13726,13745,13797,13797,13797,13833,13858,13883,13897,13914,13914,13914,13933,13948,13965,13994,14021
El Oro,715751,Pasaje,87723,-3.326900000000000,-79.80490000000000,136808,136825,137264,137721,138274,138943,139623,139952,140192,140801,141632,142146,142760,143397,143626,143769,144066,144400,144705,145001,145288,145426,145553,145903,146198,146496,146733,147208
El Oro,715751,Piñas,30206,-3.666667000000000,-79.65000000000001,55902,55902,56069,56294,56595,56822,57058,57128,57140,57368,57729,57997,58096,58335,58379,58430,58607,58741,58844,58933,59126,59144,59173,59248,59364,59444,59531,59811
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,32159,32159,32234,32365,32488,32605,32793,32858,32855,32954,33065,33255,33414,33483,33597,33597,33704,33843,34213,34409,34577,34802,34857,34974,35069,35152,35202,35417
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,134067,134081,134392,134822,135250,135758,136370,136866,137369,137958,138555,139252,139692,139884,140321,140617,140963,141238,141437,141746,141982,142224,142444,142705,143064,143260,143491,143800
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,47897,47897,48068,48177,48237,48551,48795,48878,48919,49199,49408,49612,49801,49925,50263,50488,50611,50701,50801,50954,51146,51182,51243,51305,51363,51435,51528,51575
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,83063,83063,83362,83624,84047,84524,84995,85052,85077,85634,86255,86760,87099,87363,87408,87433,87882,88346,88707,89157,89357,89399,89402,89675,89926,90165,90428,90629
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,67512,67545,67613,67742,67930,68104,68199,68391,68634,69144,69709,70210,70792,71122,71390,71503,71928,72266,72679,72831,73052,73112,73162,73324,73530,73738,73937,74052
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,338502,338502,339327,340270,341325,343051,344573,344940,345315,346886,348562,349921,350549,350711,351386,351659,352937,354266,355045,355818,356410,356665,356822,357472,358257,359146,360352,361355
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,43323,43323,43390,43612,43795,43889,44255,44352,44389,44635,44878,45112,45390,45583,45632,45640,45735,46368,46760,46976,47193,47257,47280,47561,47803,47985,48324,48522
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,206933,206933,207118,207788,208368,208935,209761,211182,212973,214562,216393,217623,219257,220778,221387,221550,222264,223297,224111,224672,225309,225761,226113,226454,226874,227242,227656,228164
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,43431,43431,43454,43533,43628,43708,43791,43829,43919,44359,44684,44946,45134,45223,45341,45372,45479,45663,45857,46044,46110,46153,46167,46293,46404,46473,46508,46576
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,67799,67799,67909,68094,68248,68461,68636,68726,68815,69144,69449,69818,70233,70763,71036,71217,71554,72013,72336,72639,72876,72932,73046,73298,73535,73806,74024,74247
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,7007,7007,7007,7007,7027,7027,7027,7027,7026,7046,7099,7099,7131,7157,7157,7157,7157,7157,7191,7191,7211,7211,7211,7221,7221,7241,7241,7253
Galápagos,33042,San Cristóbal,9667,-0.8000000000000000,-89.40000000000001,21603,21603,21679,21749,21824,21894,21984,21984,21949,21993,22035,22077,22093,22129,22129,22129,22161,22177,22210,22247,22292,22321,22321,22338,22360,22370,22380,22390
Galápagos,33042,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,41565,41565,41615,41687,41822,41999,42165,42175,42136,42222,42453,42720,42950,43214,43214,43214,43260,43318,43356,43513,43633,43741,43741,43768,43823,43861,43872,43950
Guayas,4387434,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,38103,38103,38266,38425,38568,38796,38976,39112,39148,39349,39595,39796,40017,40166,40260,40260,40447,40551,40629,40733,40859,40944,40944,41001,41050,41093,41144,41287
Guayas,4387434,Balao,26348,-2.910000000000000,-79.81000000000000,33884,33884,33985,34096,34171,34278,34395,34395,34385,34533,34708,34901,35072,35194,35254,35443,35566,35641,35706,35934,36002,36052,36109,36202,36292,36345,36372,36392
Guayas,4387434,Balzar,60260,-1.360000000000000,-79.90000000000001,82890,82890,83175,83518,83861,84267,84748,85006,84998,85503,85967,86818,87459,87898,87970,87985,88317,88616,88854,89102,89339,89429,89429,89740,90035,90299,90623,91011
Guayas,4387434,Colimes,26169,-1.550000000000000,-80.01666700000000,26278,26278,26278,26315,26343,26343,26413,26534,26532,26811,27235,27507,27913,28119,28161,28184,28295,28391,28526,28616,28728,28791,28791,28886,28959,29055,29166,29237
Guayas,4387434,Coronel Marcelino Maridueña,13132,-2.200000000000000,-79.42000000000000,20580,20580,20580,20665,20772,21083,21372,21372,21373,21705,21931,22067,22187,22291,22302,22302,22406,22548,22632,22706,22790,22813,22813,22861,22893,23027,23127,23199
Guayas,4387434,Daule,173684,-1.866667000000000,-79.98333300000000,209490,209490,210350,211511,212557,213479,214200,214662,214778,215941,216978,217972,219116,220121,220385,220547,221368,222223,222932,223623,224539,224776,224931,225600,226163,226659,227250,227694
Guayas,4387434,Durán,315724,-2.166667000000000,-79.83333300000000,339540,339655,341222,343110,344931,346536,347989,348949,349569,351078,354051,356748,358225,360867,361654,361925,363555,365812,367403,368667,369889,370335,370481,371939,373677,374312,375364,375832
Guayas,4387434,El Triunfo,59636,-2.330000000000000,-79.40000000000001,75636,75667,75945,76301,76707,76931,77167,77287,77297,77516,77723,77903,78123,78317,78437,78469,78669,78914,79112,79241,79451,79579,79605,79783,79910,80036,80378,80825
Guayas,4387434,Empalme,86073,-1.046111000000000,-79.63361100000000,117612,117618,117969,118415,118779,119159,119469,119494,119497,119941,120328,120749,121108,121434,121528,121597,121920,122161,122394,122621,123157,123280,123321,123679,123893,124054,124304,124652
Guayas,4387434,General Antonio Elizalde,13156,-2.200000000000000,-79.17000000000000,27782,27782,27873,27942,28078,28237,28321,28321,28322,28478,28589,28732,28778,28844,28844,28844,29145,29500,29818,30121,30517,30517,30517,30585,30668,30727,30859,30944
Guayas,4387434,Guayaquil,2723665,-2.183333000000000,-79.88333299999999,4138718,4139330,4153553,4169256,4187088,4203786,4219969,4225193,4229890,4246467,4264912,4283934,4300860,4318140,4322922,4326204,4341457,4357003,4370648,4383710,4396751,4400882,4402828,4413293,4423306,4432704,4440723,4449417
Guayas,4387434,Isidro Ayora,14582,-1.883333000000000,-80.16666700000000,25896,25896,25919,26018,26088,26133,26195,26195,26191,26282,26375,26493,26498,26498,26498,26498,26511,26590,26764,26890,26971,26971,26971,27116,27162,27222,27375,27434
Guayas,4387434,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,34154,34154,34207,34284,34284,34496,34588,34588,34594,34669,34745,34868,35128,35203,35203,35203,35256,35321,35362,35499,35636,35636,35636,35705,35765,35839,36143,36333
Guayas,4387434,Milagro,199835,-2.126944000000000,-79.59916699999999,280412,280412,281311,282351,283464,284392,285200,285242,284713,286171,287315,288332,290017,291401,291451,291451,292705,293635,294867,296309,297435,297449,297449,298182,298842,299663,300585,301272
Guayas,4387434,Naranjal,95052,-2.672800000000000,-79.61499999999999,129506,129509,129819,130227,130632,131097,131544,131713,132208,132855,133552,134101,134643,135153,135440,135634,136287,136659,137413,138092,138694,138820,138871,139282,139930,140139,140593,141108
Guayas,4387434,Naranjito,43862,-2.173000000000000,-79.46710000000000,62942,62943,63128,63381,63887,64319,64721,64721,64921,65209,65593,65946,66105,66365,66365,66482,66763,66975,67445,67783,68130,68265,68452,68775,68951,69185,69403,69764
Guayas,4387434,Nobol,26444,-1.916671000000000,-80.01153900000000,40178,40178,40248,40399,40551,40657,40737,40827,40928,41032,41181,41270,41351,41428,41511,41563,41668,41787,41908,42385,42485,42582,42610,42670,42734,42772,42831,42873
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,23996,23996,24161,24161,24161,24161,24161,24234,24356,24480,24595,24808,25017,25211,25252,25268,25345,25477,25560,25630,25763,25795,25795,25858,25937,26021,26129,26236
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,67155,67155,67212,67549,67833,68147,68369,68675,68718,68981,69363,69707,69993,70228,70319,70384,70633,71029,71349,71799,72111,72148,72171,72324,72476,72580,72883,73173
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,92231,92246,92492,92794,93209,93628,93967,94211,94391,94712,95010,95258,95514,95990,96153,96261,96549,96870,97151,97516,97927,98055,98143,98398,98641,99375,99741,100015
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,81783,81783,82088,82413,82690,83126,83572,83572,83572,84108,84630,85055,85604,86075,86075,86075,86465,86770,87136,87613,88142,88306,88306,88748,89018,89261,89512,89691
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,293920,293920,294861,295985,297108,298294,299639,300405,299586,301015,302257,303247,304105,305024,305653,305761,306482,307189,307837,308372,309081,309586,309717,310196,310728,311495,312083,312722
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,89208,89208,89552,90166,90683,91151,91664,91764,91978,92589,93139,93588,94301,94744,94838,94898,95299,95697,96055,96461,96879,97134,97190,97389,97760,98048,98373,98721
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,63300,63300,63380,63547,63669,63798,63957,64029,64085,64314,64533,64760,64984,65094,65115,65146,65345,65671,65901,66134,66305,66401,66466,66620,66745,66934,67047,67214
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,43457,43457,43610,43796,44019,44268,44533,44648,44704,44954,45325,45620,45878,46047,46165,46216,46446,46636,46813,46974,47192,47273,47312,47454,47617,47691,47818,47898
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,94393,94407,94787,95117,95538,95868,96395,96578,96829,97326,97746,97950,98517,98902,99066,99172,99495,99777,99974,100134,100307,100377,100417,100572,100885,101125,101351,101557
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,85025,85046,85422,85909,86320,86780,87549,87809,88177,88800,89430,90176,90498,91329,91715,91950,92403,92848,93032,93306,93513,93696,93774,93920,94106,94246,94482,94624
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,363472,363473,364429,365271,365933,367467,368734,368734,368534,370416,372706,374918,377398,379298,379708,379708,382259,384140,385797,387038,388536,389339,389555,390870,392216,393451,394507,395390
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,196628,196682,197394,197991,198685,199342,200076,200747,201037,201992,202888,203190,204107,204967,205529,205894,206805,208006,208429,208828,209166,209290,209340,209595,210166,210665,211178,211774
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,30320,30320,30386,30466,30533,30603,30739,30739,30745,30918,31227,31498,31622,31796,31796,32157,32351,32547,32683,32767,32794,32794,32794,32856,32936,32998,33036,33084
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,33801,33801,33940,34080,34186,34313,34504,34733,34741,35034,35303,35553,35608,35625,35625,35625,35892,36165,36317,36409,36488,36488,36488,36580,36697,36799,36945,37038
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,51418,51438,51583,51629,51680,51725,51779,51779,51783,51847,52152,52527,52645,53008,53008,53008,53281,53535,53753,53931,54054,54054,54091,54245,54374,54520,54631,54705
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,60168,60168,60346,60532,60758,61050,61327,61327,61329,61769,62214,62593,62958,63315,63375,63397,63634,63779,63921,64125,64255,64255,64255,64366,64458,64539,64627,64672
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,24124,24124,24159,24233,24339,24480,24602,24602,24607,24729,24862,25001,25134,25559,25577,25666,25893,26052,26154,26258,26365,26365,26431,26505,26590,26661,26875,26950
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,12024,12024,12043,12064,12097,12145,12168,12168,12174,12265,12335,12385,12416,12427,12442,12466,12517,12555,12584,12599,12610,12610,12610,12640,12738,12825,12830,12841
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,26438,26438,26519,26592,26689,26804,26883,26883,26885,27011,27174,27295,27358,27567,27595,27632,27727,27787,27854,27922,27981,28006,28042,28119,28174,28230,28282,28328
