provincia,poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021
Azuay,881394,-2.897414000000000,-79.00448100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,335,335,335,335,335,335,646,646,646,646,646,646,646,646,646,646,646,646,646,646,648,648,648,648,648,648,648,1793,1825,1825,1832,1832,1832,1910,1914,3824,3824,3825,3825,3825,3825,4903,4903,4903,4909,5515,5515,5554,6789,6789,6789,8566,9444,9446,9573,9575,9605,9605,9636,12293,12788,13316,13734,14279,14279,15458,15978,15978,15980,16881,16881,16881,18396,19181,20688,20689,20746,20908,20908,21192,21756,23947,24473,24671,24671,24671,25048,25792,28053,30008,32220,33743,33787,35344,37359,39139,42915,47162,48060,48579,48604,48610,51415,54758,57076,57403,57816,60134,62288,63996,65762,68832,70846,70856,71737,72844,73215,75053,76987,77598,79024,79344,81706,86085,89870,93940,94762,95700,98127,98226,98901,99922,100339,100795,100862,101839,102722,103824,95491,98260,98796,99178,102354,105019,108323,111345,113917,114666,115198,118020,121613,124323,127151,128494,129234,129749,129909,130086,130232,130315,141118,141961,143183,146490,152148,159178,165128,170112,172131,226052,227935,229995,232662,237133,247099,258951,271651,273165,302945,329247,341363,347149,355149,361530,390437,420184,443938,458833,470207,479154,485680,491774,498848,505976,513034,519799,523502,527546
Bolívar,209933,-1.605556000000000,-79.00305600000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,250,250,250,250,250,250,250,250,250,250,250,250,250,250,878,878,878,878,878,878,1299,1317,1317,1317,1659,1659,1660,1661,1661,1661,1662,2286,2286,2286,2286,2310,2310,2310,2310,2310,2313,2313,3090,3827,3827,3827,3827,3827,3839,3839,3839,3839,3988,4257,4311,4359,4396,4421,4457,4471,4548,4747,4759,4786,4806,4816,5302,5803,6198,6373,6870,7316,7317,7322,7329,8875,9268,9671,10041,10240,11715,12847,14081,15067,16072,16400,16420,16766,16999,17328,18716,19497,19605,19746,19878,19953,20213,21830,22388,22654,22746,23010,23087,23170,24512,24739,24925,25003,25228,25354,25573,26333,26891,27031,27111,27311,27493,27602,28518,29085,29317,29456,29775,30258,30775,31460,32131,32509,32644,33102,33333,33553,33964,34704,34956,35052,35430,35866,36409,36833,37292,37490,31146,32635,34387,36815,40885,44916,46747,48521,48521,53400,56153,57740,58842,59376,59843,61404,62754,68492,73334,76282,77203,77716,79276,80721,81676,84758,87918,88690,89057
Carchi,186869,0.8121800000000000,-77.71633000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,192,196,196,196,196,196,196,375,416,417,417,417,417,417,547,665,665,665,665,665,665,665,1662,1662,1664,1675,1675,1675,1675,1982,2421,2421,2421,2778,2778,2778,3345,3345,3345,3345,3345,3345,3345,3355,3355,3355,3359,3359,3365,3365,3513,3823,3824,3991,4001,4002,4002,4011,4011,4011,4013,4384,4438,4440,4499,4499,4499,4721,4956,5683,6588,7357,7374,7379,8077,8077,10798,11676,12391,12391,12391,13095,13550,13795,13907,14285,14494,14931,15212,15450,15507,15597,16387,16388,16388,16886,17110,17288,17716,17915,17916,17916,18199,18232,18248,18249,18272,18273,18273,18410,18513,18778,19247,19693,19778,19786,20072,20574,21134,21411,21773,21914,21967,22221,22426,22632,22744,23163,23306,23319,23475,24772,25058,25197,26503,26591,26616,27294,27962,29057,29856,31001,32463,42344,43214,45072,46541,48305,51101,52896,54018,54018,58885,63637,67909,69760,70152,70152,76285,81050,84843,88425,91400,93330,94384,96636,99028,101591,104093,107802,110414,111378
Cañar,281396,-2.733333000000000,-78.83333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,224,224,224,224,224,224,224,224,454,454,454,454,454,454,724,724,724,724,835,884,884,1198,1198,1198,1772,1772,1772,1994,2031,2031,2031,2084,3359,3360,3360,3360,3360,3364,3945,3945,3945,3945,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3969,3993,4385,4438,4469,4469,4469,4517,4931,5021,5069,5117,5135,5153,5669,5727,6026,6587,7295,7323,7335,7335,7340,9246,10778,10883,10883,11178,11586,11597,12154,12519,12720,13118,14118,14125,14136,14142,14403,14637,16346,16563,16580,16996,18730,20273,20614,20645,20670,20810,20874,20923,21048,21154,21162,21172,21662,22200,22655,22101,22757,23187,23241,23842,24440,25158,25820,26557,26771,26877,27417,27867,28445,28982,29366,29524,29601,29649,29671,29709,29763,30999,31059,31072,31469,32089,34128,35148,36565,37342,43641,44265,46194,47254,49361,52281,53792,55955,55955,63780,68308,72116,75351,77180,77898,82464,85764,91190,94888,98787,100340,102076,103619,105874,108278,109595,111680,113112,114557
Chimborazo,524004,-1.674347000000000,-78.64829400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,135,135,135,135,135,135,135,135,135,135,136,136,136,136,136,136,136,136,136,136,728,733,733,733,733,734,734,734,735,735,736,736,736,736,736,736,736,736,736,736,742,2089,2842,2842,2851,2913,3480,3480,3480,3480,3480,3480,3480,3481,3487,4446,5169,5321,5736,5878,5878,5930,7281,7793,7793,7877,7884,7884,7889,8687,10403,10887,10894,10921,11063,11577,11595,11611,11614,11637,11742,12801,14666,15582,16080,16098,16785,17745,18991,20588,21332,21334,21338,21338,21421,22664,24237,25703,25703,25703,26489,27137,27781,29240,30769,31253,31384,31912,32727,34242,36241,38463,38611,40086,41194,41952,42348,43031,43813,43886,43909,44334,44834,45835,47223,47809,47853,47929,48235,48567,49024,44595,45247,45569,45786,46730,47429,48365,49163,49308,49475,49577,50065,50418,50924,51391,51972,52180,52482,52960,53351,53795,54363,65939,66149,66343,67304,68732,70808,73789,76582,78504,101574,104832,108616,112426,116347,121167,124129,126612,126615,134562,141087,146394,150794,151047,151666,162245,166085,174978,183446,192009,194801,197527,204395,212074,219161,225791,234525,238413,241429
Cotopaxi,488716,-0.9333330000000000,-78.61666700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,113,113,113,113,113,113,113,113,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,116,736,736,736,736,1877,1880,1880,1880,1880,1880,2283,2283,2283,2283,2284,2284,2284,2284,2284,2285,2285,2285,2285,2285,2287,2483,3131,3131,3143,3143,3143,3143,3288,3647,3650,3695,3695,3695,3697,4113,4531,4531,4545,4597,5265,5360,5393,5423,5444,5477,5869,6770,7176,7204,7246,7281,7706,8910,10355,11181,11404,11423,11437,11443,11450,13672,15827,17205,18123,18123,18676,18863,19630,19904,20495,20710,20769,21444,21830,23627,26199,29558,31583,32042,32710,33091,34203,36774,38264,38333,38359,39244,39701,40083,40305,40473,40519,40664,41110,41755,42648,39138,40266,40374,40458,41300,42099,43183,44058,44896,45196,45384,46036,46554,46850,47203,47794,48222,48299,48751,49409,49691,49894,57453,58610,58863,59925,61083,63012,64640,65617,67261,97174,102596,106114,111570,117599,122824,126763,129962,129962,138626,145663,155547,160217,160786,161701,173318,187261,196768,202657,208459,210674,212899,219358,227883,236004,245377,254798,260739,264564
El Oro,715751,-3.266667000000000,-79.96666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,227,227,227,227,227,227,227,232,232,232,232,232,232,232,232,232,232,232,232,232,232,847,847,847,847,847,847,847,1790,2016,2016,2769,2769,2769,2769,3796,3796,3797,3797,3797,3800,5410,5790,5790,5790,5790,5794,8099,8099,9079,9085,9085,9109,9116,9514,9514,9514,9706,9707,10120,10228,10640,10652,11189,11189,11189,11191,11207,11289,11334,11353,11365,11376,11390,11427,12027,12547,13314,16648,17185,18460,19308,19709,20625,22463,24126,24305,24305,24305,24481,25745,26290,26676,26811,28299,28578,29243,30298,31146,31914,32079,32845,33191,33859,34565,37277,38462,38791,39113,39708,41982,43509,43954,44148,44240,44393,45281,47529,48613,50051,51157,51692,52449,54309,57143,59976,62286,63531,64097,65500,67191,68612,70498,72099,73387,74114,75582,76883,78593,80937,83419,84940,86474,88223,89642,90616,92993,93970,94597,94785,95914,96856,98199,99675,101184,102491,103726,108045,113968,120918,131328,142576,153781,160864,160864,182117,198008,212069,220928,223614,225178,245839,272944,294636,310086,321483,329736,334659,341610,351270,360028,368006,376068,382721,386356
Esmeraldas,591083,1.050000000000000,-79.20000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,98,98,98,98,98,98,98,116,116,116,116,116,116,116,116,116,116,116,116,116,116,274,717,718,1036,1036,1036,1038,1038,1038,1041,1043,1043,1043,1043,1419,1423,1423,1423,1423,1423,1423,1423,1774,1775,2373,2377,2380,2380,2380,2687,2687,3358,3675,3675,3675,4074,4235,4235,4235,4235,4238,4464,4871,4964,4964,5329,5414,5414,5423,5474,5480,5480,5993,6186,6230,6239,6285,6285,6285,6297,6608,7039,7050,7053,7053,7053,7315,7602,8249,9184,9944,9992,10003,10374,10378,13749,15700,17903,18077,18077,18666,18913,19163,19408,19887,20090,20125,20631,20977,21299,21397,21929,21995,22045,22442,23056,23322,23776,24596,25481,25516,25960,26235,26617,27005,27143,27157,27190,27566,28148,29092,30791,32205,32530,32670,34314,35670,36597,37380,38677,39465,39704,40459,41198,41899,42583,43179,43356,43475,44131,44745,45692,46302,46542,46680,46731,48642,51008,53146,54226,55237,55500,68796,70147,73854,81165,89957,97843,104553,108586,109412,124294,137929,145595,151075,152796,153775,169461,182413,190927,196255,204337,206696,207527,215708,225085,234505,242850,252310,255555,257010
Galápagos,33042,-0.8000000000000000,-89.40000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,287,317,317,317,317,317,317,317,317,317,318,318,318,2182,3427,3899,4700,4700,4700,4700,4700,4712,4714,4714,4738,4745,4745,4745,4745,4745,4896,5047,5047,5047,5064,5094,5099,5099,5134,5167,5167,5207,5213,5227,5234,5797,5882,5947,5973,5984,5984,5984,5984,5984,5984,7470,8558,8762,8762,9796,11499,11499,11499,11500,13462,15909,17252,18500,18501,18820,19087,19315,19331,19388,19436,19437,19754,20202,20203,20203,20297,20416,20416,20416,20416,20416,20747,20867,20867,20867,20867,21087,21260,21435,21435,21453,21453,21453,21502,21547,21795,21865,21877,21877,21884,21935,21935,21935,21935,21949,21949,21958,21964,22101,22101,22102,22102,22102,22102,22110,22131,22146,22258,22258,22258,22323,22377,22393,22396,22592,22646,18112,18113,18200,18200,18274,18278,18278,18278,18278,18335,18646,18652,18744,18744,18744,19024,19024,19024,19024,19241,19241,19241,19261,20000,20412,20606,20609,20609,20609
Guayas,4387434,-2.183333000000000,-79.88333299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,655,655,655,655,655,655,655,749,749,749,750,750,750,1140,1463,1464,1464,1464,1465,1465,1465,1479,1481,1481,1481,1481,1481,1657,3845,4477,4478,4478,4645,4647,4657,8251,9118,9118,9119,9161,9163,9174,12442,14838,14845,14845,16057,16258,16262,20180,20180,20185,20220,22538,22670,23489,24081,24599,24599,24600,25992,26435,26449,31612,32252,32254,32256,33342,34952,37345,38507,38673,39426,39543,41901,45533,49073,49270,49523,49762,49818,49937,50308,50922,52302,53552,54263,54266,55014,57079,61526,66433,71786,75941,76149,80308,85503,92661,99900,110301,113956,115588,115593,116017,128324,137580,146001,148841,150125,157550,166539,176752,187575,198051,200936,201697,206985,210762,215391,224518,235011,238875,239593,245008,249882,254111,260487,265200,266617,267136,270757,275481,280569,288742,293518,295041,296164,301672,305498,310893,317350,326145,330885,332848,340531,348576,356033,363721,372104,375113,376861,384104,394560,406609,411673,415983,418394,419546,422796,425688,429055,433919,443849,446115,447592,451847,465939,485881,501184,514523,523221,612614,635813,659936,686480,716765,754023,784956,806095,806096,883485,954130,1022761,1070625,1093157,1106216,1183268,1275247,1370147,1456670,1534445,1589734,1622253,1662961,1720456,1778846,1841017,1908143,1963842,1971411
