inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021,30/08/2021,31/08/2021,01/09/2021,02/09/2021,03/09/2021,04/09/2021,05/09/2021,06/09/2021,07/09/2021,08/09/2021,09/09/2021,10/09/2021,11/09/2021,12/09/2021,13/09/2021,14/09/2021,15/09/2021,16/09/2021,17/09/2021,18/09/2021,19/09/2021,20/09/2021,21/09/2021,22/09/2021,23/09/2021,24/09/2021,25/09/2021,26/09/2021,27/09/2021,28/09/2021,29/09/2021
01,Azuay,881394,0115,Camilo Ponce Enríquez,36423,-3.050000000000000,-79.73333300000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.25%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.86%,1.13%,1.13%,1.13%,1.13%,1.13%,1.13%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.35%,1.35%,1.35%,1.35%,1.35%,1.39%,1.39%,1.39%,1.39%,1.39%,1.39%,1.41%,1.41%,2.6%,3.09%,3.09%,3.09%,3.09%,3.14%,3.14%,3.14%,3.65%,4.05%,5.12%,5.23%,5.23%,5.43%,5.43%,5.43%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.44%,5.66%,6.25%,6.26%,7.53%,7.53%,7.53%,7.53%,7.53%,7.53%,7.53%,7.53%,7.79%,7.81%,7.82%,8%,8.2%,8.2%,8.2%,8.41%,8.51%,8.6%,8.69%,8.74%,8.91%,9.06%,9.17%,9.65%,9.97%,10.11%,10.24%,10.31%,10.31%,10.4%,10.72%,11.3%,11.42%,11.42%,11.42%,11.42%,11.42%,11.62%,11.85%,12.07%,12.36%,12.5%,12.6%,12.77%,14.25%,15.55%,17.28%,18.38%,18.96%,18.98%,20.88%,23.23%,26.57%,28.55%,29.96%,31.79%,33.44%,35.54%,38.59%,40.93%,42.43%,43.74%,44.77%,45.34%,45.42%,45.52%,45.78%,47.07%,48.68%,49.25%,49.25%,49.53%,49.83%,50.27%,50.68%,51.78%,52.3%,52.3%,52.3%,52.31%,52.32%,52.34%,52.34%,52.34%,52.34%,52.35%,52.36%,52.36%,52.37%,52.37%,52.38%,52.38%,52.38%,52.38%,52.38%,52.4%,52.4%,52.4%,52.4%,52.4%,52.42%,52.26%,52.26%,52.26%,52.27%,52.27%,52.28%,52.3%,52.3%,52.31%,52.34%,52.34%,52.34%,52.34%,52.68%,53.14%,54%,54.02%,54.02%,54.02%,53.54%,54.08%,54.24%,54.38%,54.61%,54.61%,54.61%,54.66%,55.31%,55.51%
01,Azuay,881394,0111,Chordeleg,15176,-2.933333000000000,-78.76666700000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.94%,1.73%,1.73%,1.73%,1.73%,1.73%,1.73%,2.13%,2.15%,2.15%,2.15%,2.15%,2.15%,2.15%,2.15%,2.66%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.13%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,3.27%,4.69%,4.69%,4.69%,4.7%,5.68%,6.91%,6.91%,7.91%,7.91%,7.91%,7.91%,7.91%,8.92%,8.92%,8.92%,8.93%,8.93%,8.93%,8.93%,8.93%,10.33%,10.35%,10.35%,10.35%,10.35%,10.35%,10.35%,11.12%,11.52%,11.52%,11.52%,12.49%,12.49%,13.02%,13.02%,13.55%,13.55%,13.55%,14.54%,14.54%,14.87%,14.87%,14.87%,14.87%,14.87%,15.52%,16.38%,16.38%,16.38%,16.38%,16.38%,16.38%,16.38%,17.04%,17.04%,17.97%,17.97%,17.97%,19.29%,19.29%,20.04%,20.48%,20.95%,21.82%,23.02%,25.66%,28.4%,31.04%,33.08%,34.06%,35.38%,36.7%,38.98%,39.85%,40.6%,41.4%,42.33%,43.08%,43.71%,44.25%,44.66%,45.14%,45.52%,45.85%,46.37%,46.37%,46.37%,46.37%,46.37%,46.37%,46.77%,46.77%,46.77%,46.77%,47.1%,47.1%,47.1%,47.1%,47.16%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.29%,47.25%,47.25%,47.25%,47.25%,47.25%,47.25%,47.57%,47.93%,48%,48.18%,48.18%,48.18%,49.02%,49.57%,50.03%,50.62%,51.33%,51.33%,51.33%,51.51%,52.13%,51.94%,52.14%,52.2%,52.2%,52.2%,52.67%,53.13%,53.29%
01,Azuay,881394,0101,Cuenca,636996,-2.897414000000000,-79.00448100000000,0%,0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.46%,0.46%,0.46%,0.46%,0.46%,0.47%,0.49%,1.04%,1.04%,1.04%,1.04%,1.04%,1.04%,1.04%,1.43%,1.43%,1.43%,1.43%,1.51%,1.56%,1.56%,1.8%,1.8%,1.8%,2.36%,2.79%,2.79%,2.79%,2.79%,2.8%,2.8%,3.08%,3.42%,3.42%,3.55%,3.56%,3.74%,3.74%,4.1%,4.11%,4.11%,4.4%,4.4%,4.4%,4.4%,4.85%,5.27%,6.11%,6.14%,6.14%,6.19%,6.19%,6.19%,6.67%,7.18%,7.68%,8.22%,8.69%,8.69%,9.04%,9.64%,10.18%,10.63%,10.71%,10.73%,10.74%,10.81%,11.17%,11.34%,11.96%,12.39%,12.58%,13.1%,13.34%,13.49%,13.81%,14.03%,14.22%,14.25%,14.28%,14.54%,14.78%,14.91%,15.01%,15.25%,15.39%,15.39%,15.41%,15.47%,15.55%,15.68%,15.79%,15.79%,16.34%,16.34%,16.34%,16.36%,16.45%,16.72%,16.84%,16.84%,17.19%,17.26%,17.39%,17.71%,18.08%,18.15%,18.19%,18.56%,18.9%,19.22%,19.54%,19.86%,20.03%,20.26%,20.84%,21.38%,21.82%,22.22%,22.59%,22.76%,22.8%,23.17%,23.52%,23.8%,24.08%,24.35%,24.51%,24.55%,24.86%,25.15%,25.43%,25.68%,26.01%,26.28%,26.48%,27.06%,27.79%,28.57%,29.6%,30.97%,32.78%,34.5%,36.62%,39.8%,42.92%,47.43%,48.55%,51.02%,52.36%,54.12%,56.41%,58.12%,59.22%,60.15%,61.15%,61.83%,62.44%,62.99%,63.56%,64.23%,64.56%,64.72%,64.86%,65.24%,65.81%,66.28%,66.74%,67.16%,67.49%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,67.82%,66.01%,66.01%,66.01%,66.01%,66.01%,66.01%,66.05%,66.09%,66.11%,66.15%,66.15%,66.15%,66.39%,66.66%,67%,67.31%,65.96%,65.97%,65.97%,65.66%,65.87%,65.34%,65.17%,65.37%,65.38%,65.38%,65.61%,65.84%,66.02%
01,Azuay,881394,0112,El Pan,3091,-2.786111000000000,-78.66500000000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.88%,1.88%,1.88%,3.3%,3.3%,3.3%,3.3%,3.3%,3.3%,3.3%,3.3%,3.3%,3.3%,5.05%,5.05%,5.05%,5.05%,5.05%,5.05%,5.05%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,6.37%,11.19%,11.19%,11.19%,11.19%,11.19%,11.19%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.71%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,11.74%,15.04%,15.04%,15.04%,15.04%,15.04%,15.04%,15.04%,16.4%,16.4%,16.4%,16.4%,16.4%,16.4%,17.96%,17.96%,17.96%,17.96%,17.96%,17.96%,17.96%,17.96%,17.96%,21.19%,21.19%,21.19%,21.19%,21.19%,21.19%,25.07%,25.07%,25.07%,25.07%,25.07%,25.07%,25.07%,42.96%,42.96%,42.96%,42.96%,42.96%,42.96%,42.96%,42.96%,47.59%,47.59%,47.59%,47.59%,47.59%,47.59%,47.59%,52.28%,52.28%,52.28%,52.28%,52.28%,52.28%,52.28%,52.28%,53.51%,53.51%,53.51%,53.51%,53.51%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,53.83%,55.94%,55.94%,55.94%,55.94%,55.94%,55.94%,55.94%,55.84%,55.84%,55.22%,55.16%,55.16%,55.16%,55.16%,55.16%,55.16%,55.22%
01,Azuay,881394,0102,Girón,13037,-3.159028000000000,-79.14756800000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%,0.01%,0.01%,0.16%,0.16%,0.16%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.8%,2.4%,3.09%,3.09%,3.09%,3.09%,3.09%,3.09%,3.09%,3.09%,3.09%,3.09%,3.46%,3.46%,3.46%,3.47%,3.82%,3.85%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.19%,6.22%,6.22%,6.22%,6.23%,7.52%,7.52%,7.52%,7.52%,8.94%,8.94%,8.94%,8.94%,8.94%,8.94%,8.95%,11.21%,11.57%,11.57%,11.57%,12.49%,12.9%,12.9%,12.9%,12.9%,12.91%,12.93%,12.93%,12.93%,12.93%,12.93%,12.93%,13.81%,14.57%,15.5%,16.53%,17.07%,17.81%,17.81%,17.97%,19.11%,19.78%,20.43%,21.18%,21.54%,21.68%,21.83%,22.18%,22.49%,22.72%,22.87%,23.1%,23.18%,23.18%,23.69%,24.03%,24.23%,24.36%,24.51%,24.71%,25.11%,25.7%,26.85%,27.8%,28.42%,29.19%,29.61%,30.94%,33.58%,38.09%,42.33%,46.31%,48.29%,50.83%,52.5%,56.16%,57.41%,58.43%,58.43%,59.25%,60.63%,61.44%,62.23%,62.91%,63.66%,64.29%,64.38%,64.41%,64.92%,65.71%,66.33%,66.94%,67.71%,68.34%,68.34%,68.34%,68.34%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.51%,68.6%,68.72%,68.79%,69.02%,69.02%,69.02%,69.15%,69.55%,71.37%,71.43%,71.47%,71.47%,71.48%,71.74%,72.95%,74%,73.8%,73.9%,73.9%,73.9%,73.9%,73.97%,74.04%
01,Azuay,881394,0114,Guachapala,3859,-2.769000000000000,-78.70900000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,1.81%,1.81%,1.81%,1.81%,1.81%,1.81%,1.81%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.01%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.14%,3.63%,3.63%,3.63%,3.63%,3.63%,4.85%,4.85%,4.85%,4.85%,4.85%,4.85%,4.85%,6.87%,6.87%,6.87%,8.11%,8.11%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,9.2%,11.27%,11.27%,11.27%,11.27%,11.27%,12.52%,12.52%,12.52%,12.52%,12.52%,12.52%,12.52%,14.36%,14.36%,14.36%,14.36%,14.36%,14.36%,14.36%,14.36%,14.36%,14.36%,17.96%,17.96%,17.96%,17.96%,17.96%,17.96%,22.31%,22.31%,22.31%,22.31%,22.31%,43.72%,43.72%,43.72%,43.72%,43.72%,43.72%,43.72%,43.72%,43.72%,43.72%,45.56%,45.56%,45.56%,45.56%,45.56%,45.56%,45.56%,49.21%,49.21%,49.21%,49.21%,49.21%,50.01%,50.01%,50.01%,50.01%,50.01%,50.01%,50.45%,50.45%,50.45%,50.45%,50.45%,50.45%,50.45%,50.45%,50.45%,50.45%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,50.53%,52.22%,52.22%,52.22%,52.32%,52.32%,52.32%,52.32%,52.27%,52.27%,52.01%,52.01%,52.01%,52.01%,52.01%,52.01%,52.01%,52.01%
01,Azuay,881394,0103,Gualaceo,49104,-2.900000000000000,-78.78333300000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,1.24%,1.24%,1.24%,1.24%,1.24%,1.24%,1.24%,1.24%,1.72%,2.42%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,2.55%,4.33%,6.28%,8.38%,8.38%,8.38%,8.38%,8.38%,8.38%,8.77%,9.21%,10.65%,10.65%,11.32%,11.32%,11.32%,11.32%,11.57%,11.57%,11.57%,11.57%,11.58%,11.58%,12%,12.6%,12.6%,13.36%,13.36%,13.36%,13.58%,13.59%,14.25%,14.25%,14.25%,15.07%,15.07%,15.07%,15.07%,15.08%,15.94%,15.94%,15.94%,16.14%,16.48%,16.58%,16.86%,17.11%,17.8%,17.8%,18.31%,18.6%,19.18%,19.48%,19.9%,20.21%,20.78%,20.9%,21.26%,21.5%,22%,22.47%,22.47%,22.47%,22.61%,22.85%,23.32%,23.48%,23.67%,23.67%,23.67%,23.67%,24.04%,24.27%,24.39%,24.89%,25.04%,25.04%,25.88%,26.64%,27.33%,28.01%,28.85%,29.67%,30.39%,32.7%,35.44%,37.92%,39.78%,41.43%,42.24%,43.05%,44.33%,46.29%,47.51%,48.25%,49.49%,49.9%,50.84%,51.37%,51.89%,52.95%,53.69%,54.5%,55.06%,55.06%,55.06%,55.09%,55.13%,55.43%,55.79%,56.03%,56.03%,56.03%,56.23%,56.46%,56.46%,56.46%,56.5%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,56.54%,54.77%,54.78%,54.78%,54.78%,54.78%,54.81%,54.9%,55.12%,55.34%,55.81%,55.81%,55.81%,56.63%,57.3%,57.85%,58.49%,59.15%,59.15%,59.15%,59.51%,59.72%,59.64%,59.57%,59.59%,59.59%,59.59%,59.8%,59.96%,60.12%
01,Azuay,881394,0104,Nabón,17292,-3.336060000000000,-79.06368000000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.98%,0.98%,0.98%,0.98%,0.98%,0.98%,0.98%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,1.08%,3.44%,5.12%,6.22%,6.22%,6.22%,6.22%,6.22%,6.22%,6.85%,7.03%,8.7%,8.7%,8.7%,8.7%,8.7%,8.88%,9%,9%,9%,9.7%,9.7%,9.7%,9.7%,9.7%,10.92%,10.92%,10.92%,10.92%,10.92%,10.92%,10.92%,11.44%,14.06%,14.06%,14.06%,15.63%,15.63%,15.63%,15.63%,15.63%,15.63%,15.64%,15.45%,15.45%,15.45%,15.52%,15.52%,15.52%,15.57%,16.56%,17.1%,17.74%,17.74%,18.17%,18.34%,18.34%,18.55%,19.45%,19.67%,19.67%,19.67%,19.73%,19.73%,19.73%,20.74%,21.09%,21.09%,21.09%,21.09%,21.1%,21.1%,22.29%,22.83%,22.83%,22.88%,22.88%,24.13%,25.29%,26.23%,26.45%,26.45%,25.95%,25.95%,28.46%,30.91%,34.7%,36.13%,38.86%,38.86%,38.86%,38.86%,41.87%,43.14%,43.21%,43.78%,45.14%,45.14%,45.39%,47.56%,48.21%,49.36%,49.73%,49.73%,49.73%,50.92%,51.12%,51.62%,51.62%,51.62%,51.62%,51.62%,51.62%,51.63%,51.63%,51.63%,51.63%,51.63%,51.64%,51.64%,51.8%,51.8%,51.9%,51.95%,51.95%,51.95%,51.99%,51.99%,51.99%,51.99%,51.99%,51.99%,51.99%,51.99%,50.95%,51.13%,51.13%,51.13%,51.13%,51.13%,51.16%,51.16%,51.35%,51.35%,51.35%,51.35%,52.15%,52.95%,52.95%,53.42%,53.76%,53.76%,53.76%,53.62%,53.64%,53.37%,53.34%,53.32%,53.32%,53.32%,53.32%,53.32%,54.39%
01,Azuay,881394,0110,Oña,4128,-3.469640000000000,-79.15431000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.58%,0.58%,0.58%,0.58%,0.58%,0.58%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.18%,2.23%,2.45%,2.45%,2.45%,2.45%,2.45%,2.45%,2.54%,2.54%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,2.57%,3.78%,5.23%,5.23%,5.23%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,7.41%,9.91%,11.24%,12.67%,13.88%,13.88%,13.88%,14.34%,14.34%,15.89%,15.89%,15.89%,15.89%,15.89%,15.89%,15.89%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,17.78%,20.98%,20.98%,20.98%,20.98%,20.98%,20.98%,22.19%,30.6%,30.69%,31.08%,31.08%,39.8%,39.8%,39.8%,39.8%,39.8%,39.9%,39.9%,39.9%,39.9%,40%,41.96%,41.96%,42.25%,42.27%,42.27%,42.27%,42.27%,44.16%,44.16%,44.16%,44.16%,44.16%,44.16%,44.16%,44.16%,44.16%,44.16%,44.16%,44.31%,44.31%,44.31%,44.5%,44.5%,44.5%,44.5%,44.5%,44.5%,44.5%,44.53%,44.53%,44.53%,44.53%,44.53%,44.53%,44.53%,44.67%,44.67%,44.67%,44.67%,44.67%,44.67%,44.67%,45.06%,45.06%,45.06%,45.06%,45.06%,47.07%,47.07%,46.2%,46.2%,46.2%,45.95%,45.95%,45.95%,47.8%,47.8%,47.8%,47.8%,47.8%,47.8%,47.8%
01,Azuay,881394,0105,Paute,29214,-2.781800000000000,-78.76000000000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.3%,0.3%,0.3%,1.97%,1.97%,1.97%,1.97%,1.97%,1.97%,1.97%,1.97%,1.97%,1.97%,2.71%,2.71%,2.71%,2.71%,2.71%,2.71%,2.71%,3.45%,3.45%,3.45%,3.45%,3.52%,3.52%,3.52%,3.52%,3.52%,3.52%,3.52%,3.52%,3.52%,3.52%,3.52%,3.53%,3.53%,3.53%,3.53%,3.53%,3.53%,3.55%,6.84%,7.81%,9.54%,9.54%,9.54%,9.54%,10.41%,11.65%,11.65%,11.65%,13.94%,13.94%,14.48%,14.48%,15.13%,15.23%,15.29%,15.34%,15.34%,15.34%,15.89%,16%,16%,16%,16.34%,16.92%,16.92%,16.92%,16.92%,16.92%,17.5%,18.11%,18.87%,18.87%,18.87%,19.38%,19.47%,19.82%,20.04%,20.39%,20.39%,20.43%,20.47%,20.37%,20.87%,21.12%,21.12%,21.12%,21.23%,21.61%,21.94%,22.54%,22.88%,23%,23.84%,24.12%,24.65%,24.99%,25.49%,25.87%,26.19%,26.39%,26.73%,26.94%,27.24%,27.49%,27.73%,27.73%,27.73%,28.24%,28.51%,28.96%,29.35%,29.82%,30.18%,30.56%,31.82%,32.83%,34.03%,35.08%,36.81%,41.04%,41.61%,44.44%,48.32%,51.61%,54.62%,57.57%,60.12%,62.39%,63.97%,65.4%,66.33%,66.9%,67.75%,68.28%,68.48%,69.23%,69.85%,70.44%,71.03%,71.82%,72.29%,73.44%,74.02%,74.4%,74.65%,74.93%,75.12%,75.37%,75.73%,75.73%,75.92%,76.19%,76.37%,76.49%,76.61%,76.7%,76.83%,76.88%,76.89%,76.9%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,76.93%,74.83%,74.83%,74.83%,74.83%,74.83%,74.83%,74.84%,74.9%,74.91%,74.94%,74.97%,75.03%,76.4%,78.27%,78.44%,78.58%,79%,79%,79%,77.87%,78.02%,77.78%,77.76%,77.79%,77.79%,77.79%,78.84%,79.3%,79.38%
