provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021,30/08/2021,31/08/2021,01/09/2021,02/09/2021,03/09/2021,04/09/2021,05/09/2021,06/09/2021,07/09/2021,08/09/2021,09/09/2021,10/09/2021,11/09/2021,12/09/2021,13/09/2021,14/09/2021,15/09/2021,16/09/2021,17/09/2021,18/09/2021,19/09/2021,20/09/2021,21/09/2021,22/09/2021,23/09/2021,24/09/2021,25/09/2021,26/09/2021,27/09/2021
Azuay,881394,Camilo Ponce Enríquez,36423,-3.050000000000000,-79.73333300000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.13%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.43%,0.56%,0.56%,0.56%,0.57%,0.57%,0.57%,0.68%,0.68%,0.68%,0.68%,0.68%,0.68%,0.68%,0.68%,0.68%,0.68%,0.78%,0.78%,0.78%,0.78%,0.78%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.98%,0.98%,1.57%,1.82%,1.82%,1.82%,1.82%,1.85%,1.85%,1.85%,2.1%,2.3%,2.84%,2.89%,2.89%,2.99%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3.01%,3.41%,3.95%,3.95%,4.6%,4.63%,4.64%,4.64%,4.81%,4.81%,4.81%,4.81%,4.95%,5.04%,5.05%,5.16%,5.26%,5.26%,5.26%,5.36%,5.41%,5.46%,5.61%,5.91%,6%,6.07%,6.51%,6.77%,6.93%,7.18%,7.54%,7.57%,7.57%,7.74%,7.9%,8.19%,8.26%,8.27%,8.27%,8.27%,8.28%,8.41%,8.54%,8.73%,8.94%,9.01%,9.07%,9.23%,10.02%,10.74%,11.67%,12.25%,12.56%,12.59%,13.58%,14.84%,16.65%,17.69%,18.44%,19.38%,20.2%,21.26%,22.82%,24.01%,24.76%,25.43%,25.95%,26.25%,26.29%,26.34%,26.6%,27.34%,28.26%,28.58%,28.63%,28.89%,29.34%,30.3%,31.04%,32.1%,32.4%,32.4%,32.4%,33.89%,34.61%,34.95%,34.95%,34.95%,34.95%,35.11%,37.43%,39.47%,41.11%,42.37%,42.8%,42.83%,42.96%,43.61%,44.18%,44.99%,45.97%,46.35%,46.52%,47.01%,47.56%,47.87%,48.1%,48.64%,48.84%,48.84%,49.12%,49.41%,49.61%,49.75%,50%,50%,50%,50.16%,50.54%,50.86%,51.34%,51.3%,51.3%,51.3%,51.12%,51.42%,51.53%,51.63%,51.78%,51.78%,51.78%,51.84%
Azuay,881394,Chordeleg,15176,-2.933333000000000,-78.76666700000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.46%,0.47%,0.86%,0.86%,0.86%,0.86%,0.86%,0.87%,1.07%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.66%,1.92%,2.15%,2.15%,2.15%,2.15%,2.15%,2.16%,2.35%,2.35%,2.35%,2.35%,2.35%,2.35%,2.36%,2.36%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,2.42%,3.14%,3.14%,3.14%,3.14%,3.63%,4.24%,4.24%,4.75%,4.75%,4.75%,4.75%,4.75%,5.32%,5.37%,5.37%,5.37%,5.37%,5.37%,5.37%,5.43%,6.13%,6.83%,6.83%,6.83%,6.83%,7.3%,7.89%,8.28%,8.97%,8.97%,8.97%,9.46%,9.46%,10.21%,10.21%,10.48%,10.48%,10.48%,10.97%,10.97%,11.14%,11.14%,11.14%,11.14%,11.14%,11.47%,11.89%,12.33%,12.33%,12.33%,12.33%,12.52%,12.52%,12.85%,12.85%,13.71%,13.71%,13.71%,14.36%,14.36%,14.74%,15.21%,15.45%,16.11%,16.71%,18.03%,19.84%,21.16%,22.2%,22.69%,23.35%,24.01%,25.15%,25.59%,25.97%,26.37%,26.83%,27.21%,27.52%,27.79%,28.07%,28.68%,28.95%,29.51%,29.85%,29.85%,30.48%,30.78%,31.1%,31.29%,31.72%,32.04%,32.57%,32.57%,34.51%,35.84%,36.82%,37.26%,37.29%,37.36%,38.66%,39.25%,39.88%,40.45%,40.92%,41.29%,41.61%,42%,42.22%,42.43%,42.73%,43.03%,43.28%,43.34%,43.42%,43.49%,43.5%,43.55%,43.68%,43.7%,43.7%,43.72%,44.01%,44.37%,44.46%,44.57%,44.57%,44.57%,45.03%,45.39%,45.76%,46.09%,46.45%,46.45%,46.45%,46.54%,46.86%,46.76%,46.86%,46.89%,46.89%,46.89%,47.16%
Azuay,881394,Cuenca,636996,-2.897414000000000,-79.00448100000000,0%,0%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.3%,0.57%,0.57%,0.57%,0.57%,0.57%,0.57%,0.57%,0.77%,0.77%,0.77%,0.77%,0.8%,0.83%,0.83%,1.04%,1.04%,1.04%,1.33%,1.54%,1.54%,1.55%,1.55%,1.7%,1.7%,1.84%,2.01%,2.01%,2.07%,2.16%,2.25%,2.25%,2.44%,2.47%,2.47%,2.61%,2.67%,2.67%,2.67%,3.02%,3.29%,3.7%,3.72%,3.72%,3.75%,3.75%,3.75%,4.13%,4.42%,4.72%,5.02%,5.3%,5.3%,5.52%,5.86%,6.13%,6.35%,6.46%,6.47%,6.48%,6.63%,6.87%,7.08%,7.39%,7.61%,7.72%,7.97%,8.12%,8.24%,8.57%,8.72%,8.83%,8.84%,8.86%,9.02%,9.2%,9.44%,9.64%,9.93%,10.12%,10.13%,10.26%,10.45%,10.63%,10.86%,11%,11.02%,11.31%,11.31%,11.31%,11.49%,11.71%,11.99%,12.07%,12.1%,12.44%,12.56%,12.73%,12.98%,13.4%,13.51%,13.53%,13.77%,14.01%,14.2%,14.42%,14.7%,14.79%,14.91%,15.2%,15.58%,16.04%,16.45%,16.88%,17%,17.09%,17.46%,17.64%,17.81%,17.98%,18.12%,18.23%,18.26%,18.44%,18.63%,18.84%,19.1%,19.44%,19.61%,19.73%,20.21%,20.72%,21.28%,21.95%,22.79%,23.73%,24.63%,25.88%,27.68%,29.41%,31.86%,32.49%,33.77%,34.45%,35.34%,36.5%,37.36%,37.91%,38.41%,38.98%,39.41%,39.96%,40.61%,41.35%,42.07%,42.53%,42.76%,42.89%,43.15%,43.49%,43.81%,44.24%,45.08%,46.01%,47.07%,47.19%,48.95%,50.49%,51.19%,51.52%,52.07%,52.48%,54.36%,56.19%,57.51%,58.34%,58.97%,59.56%,59.94%,60.31%,60.69%,61.05%,61.4%,61.71%,61.93%,62.11%,62.42%,62.75%,62.11%,62.37%,62.6%,62.78%,62.78%,62.91%,63.04%,63.15%,63.24%,63.35%,63.36%,63.36%,63.55%,63.75%,63.98%,64.21%,63.62%,63.65%,63.65%,63.59%,63.75%,63.51%,63.45%,63.58%,63.59%,63.59%,63.73%
Azuay,881394,El Pan,3091,-2.786111000000000,-78.66500000000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.94%,0.94%,0.94%,1.65%,1.65%,1.65%,1.65%,1.65%,1.65%,1.65%,1.65%,1.65%,1.65%,2.52%,2.52%,2.52%,2.52%,2.52%,2.52%,2.52%,3.19%,3.66%,3.66%,3.69%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,4.21%,6.62%,6.62%,6.62%,6.62%,6.62%,6.62%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,6.87%,9.24%,9.24%,9.24%,9.24%,12.55%,12.55%,12.6%,12.6%,12.6%,12.6%,12.6%,12.6%,14.28%,14.28%,14.28%,14.28%,14.28%,14.28%,14.28%,14.96%,14.96%,14.96%,14.96%,14.96%,14.96%,15.76%,15.76%,15.76%,17.75%,17.75%,17.75%,17.75%,17.75%,17.75%,19.43%,19.43%,19.43%,19.43%,19.43%,19.43%,23.02%,23.02%,23.02%,23.02%,23.02%,23.02%,23.02%,31.96%,31.96%,31.96%,31.96%,31.96%,31.96%,31.96%,31.96%,34.29%,34.29%,34.29%,34.29%,34.29%,34.29%,34.29%,38.21%,38.21%,38.21%,38.21%,38.21%,38.21%,38.21%,38.21%,40.41%,40.41%,40.41%,40.41%,40.41%,48.58%,48.58%,48.58%,48.58%,48.58%,48.58%,48.58%,48.58%,51.02%,51.02%,51.02%,51.02%,51.02%,51.02%,51.02%,53.11%,53.11%,53.11%,53.11%,53.11%,53.11%,53.11%,54.34%,54.34%,54.34%,54.34%,54.34%,54.34%,54.37%,54.37%,54.37%,54.37%,54.37%,55.44%,55.44%,55.44%,55.44%,55.44%,55.44%,55.44%,55.39%,55.39%,55.08%,55.05%,55.05%,55.05%,55.05%,55.05%
Azuay,881394,Girón,13037,-3.159028000000000,-79.14756800000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.08%,0.08%,0.08%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.6%,0.6%,0.6%,0.61%,0.61%,0.61%,0.61%,0.63%,0.63%,0.63%,0.83%,0.83%,0.83%,1.14%,1.43%,1.78%,1.78%,1.78%,1.78%,1.78%,1.79%,2.02%,2.02%,2.02%,2.02%,2.21%,2.21%,2.24%,2.24%,2.42%,2.43%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.6%,3.62%,3.62%,3.62%,3.62%,4.26%,4.26%,4.26%,4.26%,4.98%,4.98%,4.98%,4.98%,4.98%,4.99%,6.66%,7.79%,7.97%,7.97%,7.97%,8.43%,8.64%,8.64%,8.64%,8.64%,8.64%,9.27%,9.27%,9.27%,9.27%,9.8%,9.8%,10.24%,10.62%,11.09%,11.61%,11.88%,13.32%,13.32%,13.4%,13.99%,14.36%,14.68%,15.05%,15.23%,15.31%,15.39%,15.58%,16.17%,16.49%,16.57%,16.68%,16.72%,16.72%,17%,17.18%,17.29%,17.36%,17.44%,17.54%,18.11%,18.75%,19.76%,20.64%,21.13%,21.63%,21.86%,22.6%,24.4%,26.92%,29.32%,31.53%,32.68%,33.98%,34.82%,36.67%,37.3%,37.81%,37.81%,38.22%,38.91%,39.32%,39.9%,40.38%,40.81%,41.19%,41.31%,41.43%,41.84%,42.45%,43.25%,43.99%,44.65%,45.28%,45.28%,45.28%,46.94%,48.78%,49.41%,49.41%,49.41%,49.41%,51.66%,55.11%,56.63%,57.68%,58.2%,58.66%,59.43%,59.9%,60.29%,60.87%,61.21%,61.69%,61.75%,61.89%,62.31%,62.79%,63.11%,63.42%,63.89%,64.04%,64.04%,64.23%,64.32%,64.44%,64.51%,64.7%,64.7%,64.7%,64.83%,65.08%,66.15%,66.19%,66.27%,66.27%,66.31%,66.54%,67.18%,67.73%,67.63%,67.7%,67.7%,67.7%,67.7%
Azuay,881394,Guachapala,3859,-2.769000000000000,-78.70900000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.91%,0.91%,0.91%,0.91%,0.91%,0.91%,0.91%,1.53%,1.96%,1.96%,1.96%,2.47%,2.47%,2.47%,2.47%,2.47%,2.47%,2.47%,2.47%,2.47%,2.47%,2.47%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.1%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.16%,3.41%,3.41%,3.41%,3.41%,3.41%,4.02%,4.02%,4.02%,4.02%,4.02%,4.02%,4.02%,5.03%,5.03%,5.03%,5.65%,10.34%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,10.88%,11.92%,11.92%,11.92%,11.92%,11.92%,12.54%,12.54%,12.54%,12.54%,12.54%,12.54%,12.54%,13.47%,13.47%,14.56%,14.56%,14.56%,14.56%,14.56%,14.56%,14.56%,14.56%,16.38%,16.38%,16.38%,16.38%,16.38%,16.38%,19.56%,19.56%,19.56%,19.56%,19.56%,30.86%,30.86%,30.86%,30.86%,30.86%,30.86%,30.86%,30.86%,30.86%,30.86%,31.8%,31.8%,31.8%,31.8%,31.8%,31.8%,31.8%,37.1%,37.1%,37.1%,37.1%,37.1%,37.56%,37.56%,37.56%,37.56%,37.56%,37.56%,47.31%,47.31%,47.31%,47.31%,47.31%,47.31%,47.31%,47.31%,47.31%,47.31%,48.39%,48.39%,48.39%,48.39%,48.39%,48.39%,48.39%,50.1%,50.1%,50.1%,50.1%,50.1%,50.1%,50.1%,51.17%,51.17%,51.17%,51.17%,51.22%,51.22%,51.22%,51.22%,51.22%,51.22%,52.06%,52.06%,52.06%,52.16%,52.16%,52.16%,52.16%,52.14%,52.14%,52.01%,52.03%,52.03%,52.03%,52.03%,52.03%
Azuay,881394,Gualaceo,49104,-2.900000000000000,-78.78333300000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.37%,0.37%,0.37%,0.37%,0.37%,0.37%,0.37%,0.62%,0.62%,0.62%,0.62%,0.62%,0.62%,0.62%,0.62%,0.86%,1.21%,1.28%,1.28%,1.28%,1.28%,1.28%,1.46%,1.46%,1.46%,1.46%,1.46%,1.46%,1.6%,2.5%,3.47%,4.52%,4.52%,4.52%,4.52%,4.52%,4.52%,4.72%,4.94%,5.66%,5.66%,5.99%,5.99%,5.99%,5.99%,6.12%,6.12%,6.12%,6.12%,6.12%,6.12%,6.34%,6.64%,6.64%,7.02%,7.02%,7.02%,7.13%,7.13%,7.95%,9.08%,9.08%,9.5%,9.5%,9.5%,9.68%,9.91%,10.34%,10.34%,10.4%,10.5%,10.91%,11.17%,11.63%,11.75%,12.46%,12.46%,12.71%,12.96%,13.25%,13.72%,13.93%,14.09%,14.45%,14.51%,15.61%,15.73%,15.99%,16.22%,16.22%,16.22%,16.29%,16.41%,16.65%,17.12%,17.3%,17.3%,17.3%,17.66%,18.01%,18.23%,18.41%,18.8%,18.94%,18.94%,19.59%,20.11%,20.73%,21.2%,21.82%,22.37%,22.74%,23.96%,25.49%,26.81%,27.75%,28.58%,28.99%,29.65%,30.3%,31.3%,31.93%,32.31%,32.93%,33.15%,33.62%,33.88%,34.58%,35.53%,36.27%,36.91%,37.26%,37.26%,37.61%,37.82%,37.94%,38.18%,38.76%,39.25%,39.69%,39.69%,41.27%,42.62%,43.42%,44.03%,44.08%,44.12%,45.03%,45.96%,46.81%,47.29%,47.85%,48.06%,48.5%,48.79%,49.23%,49.77%,50.28%,51%,51.23%,51.39%,51.62%,51.77%,51%,51.2%,51.44%,51.51%,51.62%,51.76%,51.92%,52.14%,52.35%,52.67%,52.67%,52.67%,53.15%,53.57%,53.94%,54.29%,54.65%,54.65%,54.65%,54.86%,54.99%,54.97%,54.95%,54.96%,54.96%,54.96%,55.11%
Azuay,881394,Nabón,17292,-3.336060000000000,-79.06368000000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.54%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.61%,0.79%,0.79%,0.79%,0.79%,0.79%,0.79%,0.86%,0.86%,2.04%,2.88%,3.43%,3.43%,3.43%,3.43%,3.43%,3.43%,3.74%,3.83%,4.67%,4.67%,4.67%,4.67%,4.67%,4.76%,4.82%,4.82%,4.82%,5.17%,5.17%,5.17%,5.17%,5.17%,5.78%,5.78%,5.78%,5.78%,5.78%,5.78%,6.11%,6.38%,8.65%,8.65%,8.65%,9.45%,9.76%,9.79%,9.79%,9.79%,9.79%,10.14%,10.05%,10.13%,10.13%,10.75%,10.75%,10.75%,10.78%,11.27%,11.54%,11.86%,11.87%,12.7%,12.81%,12.81%,14.59%,15.08%,15.19%,15.19%,15.19%,15.24%,15.24%,15.24%,15.76%,15.94%,15.94%,15.94%,15.94%,15.99%,15.99%,16.59%,16.85%,16.85%,16.88%,16.88%,17.53%,18.67%,19.69%,19.87%,19.87%,19.62%,19.62%,20.88%,22.12%,24.13%,24.85%,26.22%,26.22%,26.22%,26.22%,27.74%,28.37%,28.4%,28.69%,29.37%,29.37%,29.5%,30.65%,31.5%,32.09%,32.28%,32.28%,32.28%,33.35%,33.82%,34.37%,34.37%,34.44%,34.52%,34.52%,35.66%,36.73%,36.75%,36.75%,36.75%,36.75%,38.85%,38.85%,39.47%,40.63%,40.92%,41.84%,41.84%,41.84%,42.43%,43.16%,44.09%,45%,45%,45.64%,45.64%,45.64%,45.12%,45.99%,45.99%,45.99%,45.99%,45.99%,46.44%,46.44%,46.85%,46.85%,46.85%,46.85%,47.25%,47.66%,47.66%,48.22%,48.06%,48.06%,48.06%,47.99%,48.12%,47.86%,48.06%,47.93%,47.93%,47.93%,47.93%
Azuay,881394,Oña,4128,-3.469640000000000,-79.15431000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.09%,1.24%,1.24%,1.24%,1.24%,1.24%,1.24%,1.47%,1.47%,1.47%,1.49%,1.6%,1.6%,1.6%,1.6%,1.6%,1.6%,1.65%,1.65%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,1.66%,2.64%,3.25%,4.47%,4.47%,4.47%,4.98%,4.98%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.01%,5.6%,6.86%,7.52%,9.91%,13.41%,13.41%,13.41%,13.92%,13.92%,14.92%,14.92%,14.92%,14.92%,14.92%,14.92%,14.92%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,15.88%,19.15%,19.15%,19.15%,19.15%,19.15%,19.15%,19.76%,24.14%,24.19%,24.38%,24.38%,28.77%,28.77%,28.77%,28.77%,28.77%,28.82%,28.82%,28.82%,28.82%,28.86%,30.89%,30.89%,31.03%,31.04%,31.04%,31.04%,31.04%,33.54%,33.54%,33.54%,33.54%,33.54%,33.54%,33.54%,33.54%,33.54%,33.54%,33.54%,38.06%,38.06%,38.06%,43.11%,43.11%,43.11%,43.11%,43.11%,43.11%,43.11%,45.4%,45.4%,45.4%,45.4%,45.4%,45.4%,45.4%,47.46%,47.46%,47.46%,47.46%,47.46%,47.46%,47.46%,48.58%,48.58%,48.58%,48.58%,48.58%,49.6%,49.6%,49.33%,49.33%,49.43%,49.31%,49.31%,49.31%,50.4%,50.4%,50.4%,50.4%,50.4%
Azuay,881394,Paute,29214,-2.781800000000000,-78.76000000000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.15%,0.15%,0.15%,0.99%,0.99%,0.99%,0.99%,0.99%,0.99%,0.99%,0.99%,0.99%,0.99%,1.36%,1.36%,1.36%,1.36%,1.36%,1.36%,1.36%,1.72%,1.78%,1.78%,1.84%,2.04%,2.04%,2.04%,2.04%,2.04%,2.04%,2.04%,2.04%,2.04%,2.04%,2.04%,2.25%,2.25%,2.25%,2.25%,2.25%,2.25%,2.52%,4.17%,4.65%,5.52%,5.52%,5.52%,5.52%,5.95%,6.57%,6.57%,6.57%,7.72%,7.72%,7.99%,7.99%,8.31%,8.39%,8.42%,8.44%,8.44%,8.44%,8.72%,8.77%,8.77%,8.77%,8.94%,9.23%,9.23%,9.23%,9.23%,9.23%,10.73%,11.3%,11.87%,11.87%,11.87%,12.13%,12.17%,12.34%,12.45%,12.63%,12.63%,12.65%,12.67%,12.69%,12.96%,13.1%,13.1%,13.1%,13.45%,13.72%,13.88%,14.18%,14.69%,14.75%,15.17%,15.31%,15.58%,16.91%,17.44%,17.92%,18.71%,18.81%,18.98%,19.09%,19.24%,19.37%,19.51%,19.56%,19.56%,19.84%,19.99%,20.23%,20.6%,20.97%,21.16%,21.36%,22.1%,22.77%,23.51%,24.32%,25.36%,27.49%,27.79%,29.38%,31.45%,33.09%,34.65%,36.35%,37.66%,38.81%,39.63%,40.36%,40.83%,41.12%,41.55%,41.82%,41.93%,42.59%,43.45%,44%,44.48%,45.13%,45.41%,46.31%,46.9%,47.17%,47.33%,48.34%,48.57%,50.88%,51.6%,51.6%,53.88%,55.61%,57.02%,57.68%,59.13%,60.04%,61.08%,62.03%,62.83%,63.28%,63.82%,64.01%,64.13%,64.65%,65.31%,65.71%,66%,66.35%,66.69%,67.4%,67.79%,68.05%,67.22%,67.42%,67.66%,67.76%,67.76%,67.96%,68.13%,68.28%,68.4%,68.54%,68.62%,68.74%,69.6%,70.61%,70.89%,71.07%,71.35%,71.35%,71.35%,70.98%,71.11%,71.04%,71.04%,71.09%,71.09%,71.09%,71.66%
