inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021
01,Azuay,881394,0115,Camilo Ponce Enríquez,36423,-3.050000000000000,-79.73333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,92,145,145,145,145,145,145,145,145,145,146,313,410,410,410,410,410,410,487,487,487,489,489,489,489,489,489,489,491,491,491,491,491,505,505,505,505,505,505,513,514,946,1127,1127,1127,1127,1145,1145,1145,1329,1476,1866,1906,1906,1976,1978,1979,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1981,1982,2060,2278,2279,2742,2743,2743,2743,2743,2743,2743,2743,2839,2844,2848,2914,2987,2987,2987,3064,3100,3132,3165,3185,3246,3300,3341,3513,3630,3681,3729,3754,3754,3787,3906,4115,4160,4160,4160,4160,4160,4231,4315,3641,3747,3799,3833,3898,4437,4908,5539,5941,6150,6310,7002,7857,9074,9797,10308,10977,11577,12342,13451,14305,14851,16283,16657,16863,16893,16929,17026,17494,18079,18290,20614,20716,20825,20983,21132,21535,21722,21722,21722,21727,21729,21737,21737,21737,21737,21741,21744,21746,21749,21750,21752,21752,21753,21754,21754,21758,21761,21761,21761
01,Azuay,881394,0111,Chordeleg,15176,-2.933333000000000,-78.76666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,141,141,141,141,141,141,141,141,141,141,141,142,262,262,262,262,262,263,324,326,326,326,326,326,326,326,404,475,475,475,475,475,475,475,475,475,475,475,475,475,475,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,712,712,712,713,862,1048,1048,1201,1201,1201,1201,1201,1353,1353,1353,1355,1355,1355,1355,1355,1568,1570,1570,1570,1570,1570,1571,1687,1748,1748,1748,1896,1896,1976,1976,2056,2056,2056,2206,2206,2256,2256,2256,2256,2256,2356,2486,2486,2486,2486,2486,2486,2486,2586,2394,2535,2535,2535,2735,2735,2849,2916,2988,3119,3317,3717,4133,4533,4843,4992,5192,5392,5738,5870,5984,6107,6439,6553,6649,6730,6792,6865,6923,6973,7052,9692,9692,9692,9692,9692,9753,9753,9753,9753,9803,9803,9803,9803,9812,9831,9831,9831,9831,9831,9831,9831,9831,9831,9831,9831,9831,9831,9831,9831
01,Azuay,881394,0101,Cuenca,636996,-2.897414000000000,-79.00448100000000,0,0,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,667,667,667,667,667,667,668,2945,2945,2945,2945,2949,2967,3127,6629,6629,6629,6631,6631,6631,6632,9117,9117,9117,9119,9601,9937,9937,11454,11454,11454,15049,17779,17779,17779,17779,17856,17856,19597,21758,21784,22607,22648,23810,23811,26141,26156,26156,28022,28040,28040,28042,30924,33594,38909,39091,39093,39422,39422,39427,42463,45713,48937,52339,55352,55352,57605,61415,64823,67701,68200,68340,68420,68843,71121,72254,76177,78932,80123,83419,84965,85950,87979,89385,90585,90786,90960,92626,94163,94984,95640,97113,98017,98059,98155,98528,99072,99887,100592,100605,104111,104111,104111,104207,104806,106484,107293,107293,109491,109954,110797,112811,115170,115635,115901,118202,120376,122445,124479,126527,127604,129045,132726,136204,138965,141534,143890,144988,145255,147564,149805,151587,153407,155114,156136,156395,158370,160204,161965,115844,117985,119696,120923,124670,129303,134263,140834,149535,161082,172437,185936,206193,226049,254773,261953,277683,286174,297393,312031,322895,329876,385490,391849,396216,400086,403606,407235,411495,413575,414629,457291,459734,463322,466308,469251,471975,474055,476132,476132,476132,476133,476141,476141,476141,476142,476142,476142,476143,476143,476144,476144,476144,476144,476147,476153,476156,476157,476157,476159
01,Azuay,881394,0112,El Pan,3091,-2.786111000000000,-78.66500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,58,102,102,102,102,102,102,102,102,102,102,156,156,156,156,156,156,156,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,346,346,346,346,346,346,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,363,363,363,363,363,363,363,363,363,363,363,363,465,465,465,465,465,465,465,507,507,507,507,507,507,555,555,555,555,555,555,555,555,555,470,470,470,470,470,470,590,590,590,590,590,590,590,1143,1143,1143,1143,1143,1143,1143,1143,1286,1471,1471,1471,1471,1471,1471,1616,1616,1616,2092,2092,2092,2092,2092,2130,2130,2130,2130,2130,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140
01,Azuay,881394,0102,Girón,13037,-3.159028000000000,-79.14756800000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,21,21,21,36,36,36,36,36,36,36,36,36,36,37,157,157,157,157,157,157,157,157,157,157,157,157,157,235,313,403,403,403,403,403,403,403,403,403,403,451,451,451,452,498,502,807,807,807,807,807,807,807,807,807,807,807,807,807,807,811,811,811,812,980,980,980,980,1166,1166,1166,1166,1166,1166,1167,1461,1508,1508,1508,1628,1682,1682,1682,1682,1683,1686,1686,1686,1686,1686,1686,1800,1899,2021,2155,2226,2322,2322,2343,2491,2579,2663,2761,2808,2827,2846,2892,2932,2962,2982,3012,3022,3022,3089,3133,2921,2938,2958,2984,3035,3112,3262,3386,3467,3567,3622,3796,4140,4728,5280,5800,6058,6391,6608,7086,7249,7381,7817,7924,8104,8210,8313,8401,8500,8582,8593,10810,10877,10981,11062,11141,11241,11323,11323,11323,11323,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345,11345
01,Azuay,881394,0114,Guachapala,3859,-2.769000000000000,-78.70900000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,70,70,70,70,70,70,70,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,121,121,121,121,121,121,121,121,121,121,121,121,121,140,140,140,140,140,187,187,187,187,187,187,187,265,265,265,313,313,355,355,355,355,355,355,355,355,355,355,355,355,355,355,435,435,435,435,435,483,483,483,483,483,483,483,554,554,554,554,554,554,554,554,554,543,682,682,682,682,682,682,850,850,850,850,850,1676,1676,1676,1676,1676,1676,1676,1676,1676,1676,1758,1758,1758,1758,1758,1758,1758,1899,1899,2506,2506,2506,2537,2537,2537,2537,2537,2537,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557
01,Azuay,881394,0103,Gualaceo,49104,-2.900000000000000,-78.78333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,20,367,367,367,367,367,367,367,608,608,608,608,608,608,608,609,844,1190,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,2126,3084,4115,4115,4115,4115,4115,4115,4307,4523,5231,5231,5560,5560,5560,5560,5683,5683,5683,5683,5684,5684,5894,6188,6189,6561,6561,6561,6669,6674,6999,6999,6999,7402,7402,7402,7402,7403,7828,7828,7828,7925,8094,8141,8280,8403,8741,8741,8990,9134,9419,9564,9772,9922,10202,10262,10441,10555,10805,11034,11034,11034,11101,11220,11451,11531,11621,11621,11621,11621,11806,11918,10552,10797,10872,10872,11284,11654,11995,12330,12739,13142,13740,14877,16221,17438,18355,19165,19560,19958,20589,21547,22146,22513,25115,25317,25776,26036,26295,26814,27176,27577,27851,32878,32878,32890,32912,33059,33233,33353,33353,33353,33449,33565,33565,33565,33585,33602,33602,33602,33602,33602,33602,33602,33602,33602,33602,33602,33602,33602,33602,33602
01,Azuay,881394,0104,Nabón,17292,-3.336060000000000,-79.06368000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,49,49,49,49,49,49,49,49,49,49,49,49,49,169,169,169,169,169,169,169,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,595,886,1075,1075,1075,1075,1075,1075,1185,1215,1505,1505,1505,1505,1505,1535,1557,1557,1557,1677,1678,1678,1678,1678,1888,1888,1888,1888,1888,1888,1888,1978,2431,2431,2431,2702,2702,2702,2702,2702,2702,2704,2672,2672,2672,2684,2684,2684,2692,2863,2957,3068,3068,3142,3171,3171,3208,3364,3402,3402,3402,3412,3412,3412,3587,3647,3647,3647,3647,3648,3648,3409,3501,3501,3511,3511,3727,3927,4089,4127,4127,4127,4127,4561,4985,5641,5887,6360,6360,6360,6360,6881,7099,7696,7794,8030,8030,8073,8448,8560,8760,8823,10974,10974,11180,11214,11301,11301,11301,11301,11301,11301,11302,11303,11303,11303,11303,11305,11305,11332,11333,11350,11359,11359,11359,11365,11365,11365,11365,11365,11365
01,Azuay,881394,0110,Oña,4128,-3.469640000000000,-79.15431000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,92,101,101,101,101,101,101,105,105,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,156,216,216,216,258,258,258,258,258,258,258,258,258,258,258,258,258,258,306,409,464,523,573,573,573,592,592,656,656,656,656,656,656,656,734,734,734,734,734,734,682,682,682,682,682,682,682,682,814,814,814,814,814,814,864,1211,1215,1231,1231,1591,1591,1591,1672,1672,1676,1676,1676,1676,1680,1761,1761,2415,2416,2416,2416,2416,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2500,2500,2500,2508,2508,2508,2508,2508,2508,2508,2509,2509,2509
01,Azuay,881394,0105,Paute,29214,-2.781800000000000,-78.76000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,88,88,576,576,576,576,576,576,576,576,576,576,793,793,793,793,793,793,793,1007,1007,1007,1008,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1031,1031,1031,1031,1031,1031,1037,1999,2283,2787,2787,2787,2787,3040,3403,3403,3403,4072,4072,4231,4231,4420,4450,4468,4480,4480,4480,4643,4673,4673,4673,4775,4943,4943,4943,4943,4943,5111,5291,5513,5513,5513,5663,5687,5789,5854,5956,5956,5969,5979,5951,6097,6169,6169,6169,6202,6313,6409,6585,6683,6719,6965,7047,7201,7302,7448,7558,7651,7710,7810,7870,7957,8030,8102,8102,8102,8249,8329,8461,7291,7431,7535,7647,8014,8310,8659,8966,9471,10706,10955,11782,12917,13879,14757,15622,16369,17032,17492,17912,18184,18350,20202,20356,20417,20634,20817,20989,21160,21392,21528,26124,26294,26403,26478,26558,26615,26687,26793,26793,26849,26927,26979,27014,27051,27075,27113,27128,27132,27135,27143,27143,27143,27144,27144,27144,27144,27144,27144,27144
