inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
01,Azuay,881394,0115,Camilo Ponce Enríquez,36423,-3.050000000000000,-79.73333300000000,2186,2186,2186,2290,2522,2660,2660,2660,1473,1478,1665,1721,1787,2022,2111,2111,2156,2252,2318,2391,2463,2531,2535,2566,2595,2620,2695,2891
01,Azuay,881394,0111,Chordeleg,15176,-2.933333000000000,-78.76666700000000,2020,2068,2194,2346,2494,2582,2684,2684,1401,1478,1547,1612,1657,1719,1719,1744,1795,1827,1864,1879,1925,1925,1941,1952,1966,2024,2051,2077
01,Azuay,881394,0101,Cuenca,636996,-2.897414000000000,-79.00448100000000,122120,122448,127204,134876,143078,145886,153626,155134,81226,84940,88475,91978,94551,97260,99743,102651,107270,112288,117895,122823,127117,128244,129050,130274,131616,132809,134282,137220
01,Azuay,881394,0112,El Pan,3091,-2.786111000000000,-78.66500000000001,1088,1088,1106,1164,1180,1182,1182,1182,601,601,611,618,618,647,666,666,676,686,798,887,887,917,917,917,917,929,929,932
01,Azuay,881394,0102,Girón,13037,-3.159028000000000,-79.14756800000001,2208,2260,2374,2528,2696,2938,2938,2938,1620,1725,1823,1908,1979,2026,2026,2033,2080,2134,2180,2217,2256,2256,2258,2284,2326,2344,2370,2370
01,Azuay,881394,0114,Guachapala,3859,-2.769000000000000,-78.70900000000000,1010,1010,1010,1010,1010,1010,1010,1010,505,505,524,550,571,591,601,609,620,626,676,688,699,716,716,727,739,745,751,763
01,Azuay,881394,0103,Gualaceo,49104,-2.900000000000000,-78.78333300000000,7380,7394,7618,8078,8736,9086,9450,9656,4832,5062,5333,5553,5715,5891,5943,5943,6084,6230,6328,6417,6535,6551,6551,6648,6784,6891,7051,7224
01,Azuay,881394,0104,Nabón,17292,-3.336060000000000,-79.06368000000001,3070,3070,3070,3070,3134,3336,3336,3336,1690,1690,1690,1762,1762,1810,1810,1810,1810,1817,1855,1999,2044,2044,2108,2108,2113,2114,2252,2252
01,Azuay,881394,0110,Oña,4128,-3.469640000000000,-79.15431000000000,836,842,842,842,842,872,872,872,458,504,508,515,515,521,521,523,532,533,551,573,593,593,594,612,612,626,656,683
01,Azuay,881394,0105,Paute,29214,-2.781800000000000,-78.76000000000001,5698,5744,5936,6182,6452,6804,6804,6924,3735,3946,4123,4254,4395,4482,4518,4640,4817,5114,5256,5424,5519,5569,5645,5750,5841,5931,6034,6256
01,Azuay,881394,0106,Pucará,10584,-3.233780000000000,-79.46120000000001,1388,1388,1388,1388,1402,1428,1428,1428,789,789,840,977,1031,1065,1085,1152,1170,1198,1207,1253,1256,1256,1268,1277,1286,1319,1337,1337
01,Azuay,881394,0107,San Fernando,4156,-3.144500000000000,-79.25200000000000,910,910,910,910,910,920,920,920,470,512,512,630,669,686,689,689,702,714,734,747,747,747,750,758,765,770,788,788
01,Azuay,881394,0108,Santa Isabel,20935,-3.274170000000000,-79.31560000000000,4166,4322,4408,4642,4832,5358,5358,5358,3052,3219,3277,3425,3525,3662,3696,3773,3873,4047,4155,4211,4251,4279,4305,4373,4416,4447,4489,4489
01,Azuay,881394,0113,Sevilla de Oro,6890,-2.799833000000000,-78.65569400000000,1076,1076,1080,1096,1118,1120,1120,1120,560,560,560,560,675,752,752,757,757,759,832,842,847,852,855,857,866,868,972,982
01,Azuay,881394,0109,Sígsig,30509,-3.089700000000000,-78.80320000000000,4728,4752,4890,5020,5172,5316,5316,5316,2960,3086,3190,3299,3446,3543,3597,3673,3766,3866,3916,3958,3996,4022,4064,4130,4193,4225,4275,4313
02,Bolívar,209933,0206,Caluma,16429,-1.633330000000000,-79.25000000000000,3064,3064,3142,3226,3324,3414,3540,3574,1809,1849,1868,1876,1885,1909,1909,1909,1946,1993,2039,2063,2086,2088,2090,2122,2156,2176,2200,2226
02,Bolívar,209933,0202,Chillanes,16850,-1.933333000000000,-79.06666700000000,2908,2908,2926,2966,3018,3102,3240,3240,1620,1778,1827,1893,1943,2010,2010,2010,2085,2190,2287,2389,2513,2513,2522,2631,2725,2790,2878,2935
02,Bolívar,209933,0203,Chimbo,17378,-1.700000000000000,-79.01666700000000,3556,3556,3696,3864,3956,4118,4250,4288,2145,2246,2336,2462,2602,2671,2693,2693,2788,2852,2952,3034,3090,3128,3128,3170,3204,3232,3256,3301
02,Bolívar,209933,0204,Echeandía,14081,-1.433330000000000,-79.26667000000000,3010,3010,3058,3134,3182,3230,3294,3336,1734,1766,1798,1815,1816,1837,1850,1860,1862,1892,1936,1950,1979,1979,1987,2018,2035,2058,2084,2104
02,Bolívar,209933,0201,Guaranda,108763,-1.605556000000000,-79.00305600000000,15462,15462,15494,15640,15860,16466,17050,17208,8721,8973,9289,9553,9758,9939,10059,10120,10328,10634,10876,11028,11235,11318,11393,11556,11680,11851,12010,12171
02,Bolívar,209933,0207,Las Naves,7428,-1.283330000000000,-79.30000000000000,1060,1060,1084,1086,1140,1202,1268,1268,645,677,690,717,731,742,742,742,755,765,773,783,785,785,785,801,806,824,839,859
02,Bolívar,209933,0205,San Miguel,29004,-1.700000000000000,-79.03333300000000,7838,7842,8108,8318,8570,8866,9154,9236,4654,4654,4887,5065,5256,5414,5462,5517,5690,5846,6037,6168,6295,6355,6355,6465,6527,6625,6668,6752
04,Carchi,186869,0402,Bolivar,15528,0.5070990000000000,-77.86245400000000,2182,2182,2246,2322,2442,2778,2910,2910,1455,1510,1641,1754,1856,1927,1927,1927,1994,2032,2081,2094,2142,2142,2144,2207,2265,2329,2406,2415
04,Carchi,186869,0403,Espejo,13817,0.6210000000000000,-77.94000000000000,3684,3686,3872,4028,4220,4308,4394,4394,2197,2290,2412,2534,2641,2736,2736,2747,2808,2884,2951,3078,3144,3175,3176,3283,3356,3463,3533,3575
04,Carchi,186869,0404,Mira,11969,0.5538999999999999,-78.04930000000000,3132,3132,3200,3364,3500,3580,3668,3902,1956,2075,2238,2374,2458,2548,2559,2584,2642,2756,2756,2800,2815,2815,2815,2849,2904,2990,3033,3146
